9374130	PEK	1	P32	2013 3 10 5 30	2013 3 11 5 04	1414	382	720	
9269926	PEK	1	P32	2013 3 10 5 35	2013 3 11 17 17	2142	470	1440	
9371541	PEK	1	P32	2013 3 10 7 30	2013 3 11 14 26	1857	397	600	
9269933	PEK	1	P32	2013 3 10 8 45	2013 3 11 18 44	2039	396	1440	
9370767	PEK	1	P32	2013 3 10 8 50	2013 3 11 16 06	1877	394	600	
9269942	PEK	1	P32	2013 3 10 22 00	2013 3 11 18 09	1209	410	600	
9269944	PEK	1	P32	2013 3 10 22 35	2013 3 11 19 14	1239	420	600	
9389186	PEK	1	P32	2013 3 10 22 35	2013 3 11 20 25	1310	168	600	
9269947	PEK	1	P32	2013 3 10 23 10	2013 3 12 20 48	2739	787	600	
9371754	PEK	1	P32	2013 3 11 3 15	2013 3 12 15 41	2187	486	600	
9344998	PEK	1	P32	2013 3 11 7 30	2013 3 12 14 09	1839	377	600	
9269955	PEK	1	P32	2013 3 11 7 50	2013 3 12 19 01	2111	466	1440	
9269960	PEK	1	P32	2013 3 11 8 45	2013 3 12 19 11	2066	390	1440	
9376137	PEK	1	P32	2013 3 11 9 05	2013 3 12 1 37	992	220	600	
9371757	PEK	1	P32	2013 3 11 9 10	2013 3 12 13 45	1715	409	600	
9376133	PEK	1	P32	2013 3 11 10 00	2013 3 12 16 05	1805	404	600	
9341991	PEK	1	P32	2013 3 11 21 55	2013 3 13 15 52	2518	583	600	
9304695	PEK	1	P32	2013 3 11 22 00	2013 3 12 18 19	1219	420	600	
9372647	PEK	1	P32	2013 3 11 22 25	2013 3 12 18 55	1230	459	600	
9269970	PEK	1	P32	2013 3 11 22 35	2013 3 12 18 57	1222	418	600	
9304696	PEK	1	P32	2013 3 11 22 35	2013 3 12 20 06	1291	344	600	
9269971	PEK	1	P32	2013 3 11 23 10	2013 3 12 20 25	1275	473	600	
9269973	PEK	1	P32	2013 3 11 23 10	2013 3 14 16 39	3929	896	1440	
9304697	PEK	1	P32	2013 3 11 23 30	2013 3 12 20 13	1243	410	600	
9370518	PEK	1	P32	2013 3 12 3 15	2013 3 13 2 13	1378	346	600	
9337890	PEK	1	P32	2013 3 12 7 30	2013 3 13 13 58	1828	395	600	
9269982	PEK	1	P32	2013 3 12 7 50	2013 3 13 18 23	2073	445	1440	
9269987	PEK	1	P32	2013 3 12 8 45	2013 3 13 18 29	2025	380	1440	
9338827	PEK	1	P32	2013 3 12 21 30	2013 3 13 18 01	1231	449	600	
9338890	PEK	1	P32	2013 3 12 21 50	2013 3 14 16 24	2554	729	600	
9304699	PEK	1	P32	2013 3 12 22 00	2013 3 13 18 19	1219	421	600	
9338826	PEK	1	P32	2013 3 12 22 25	2013 3 13 18 00	1175	436	600	
9338891	PEK	1	P32	2013 3 12 22 25	2013 3 14 0 20	1555	429	600	
9304700	PEK	1	P32	2013 3 12 22 35	2013 3 13 19 37	1262	339	600	
9383175	PEK	1	P32	2013 3 12 22 35	2013 3 13 19 19	1244	439	600	
9270000	PEK	1	P32	2013 3 12 23 10	2013 3 14 20 42	2732	901	600	
9391093	PEK	1	P32	2013 3 12 23 25	2013 3 13 16 37	1032	270	600	
9372901	PEK	1	P32	2013 3 13 1 30	2013 3 13 19 08	1058	253	600	
9301475	PEK	1	P32	2013 3 13 3 15	2013 3 14 19 45	2430	696	720	
9338929	PEK	1	P32	2013 3 13 7 25	2013 3 14 13 58	1834	447	600	
9304701	PEK	1	P32	2013 3 13 7 30	2013 3 14 14 14	1845	476	600	
9270008	PEK	1	P32	2013 3 13 7 50	2013 3 14 18 28	2079	477	1440	
9270013	PEK	1	P32	2013 3 13 8 45	2013 3 14 18 38	2034	449	1440	
9270017	PEK	1	P32	2013 3 13 21 30	2013 3 14 18 57	1287	515	600	
9392232	PEK	1	P32	2013 3 13 21 55	2013 3 14 13 21	926	150	600	
9304702	PEK	1	P32	2013 3 13 22 00	2013 3 14 19 03	1263	432	600	
9270022	PEK	1	P32	2013 3 13 22 35	2013 3 14 20 01	1286	411	600	
